responsibility,purity,boundary,lifecycle,base_hadron,quark_parent,touchpoints,is_impossible,impossible_reason,visual_3d,emergence_rarity_2025,continente_cor,particula_fundamental,hadron_subtipo,forma_3d_base_variacao,exemplo_real_linguagem_neutro,regra_detecao
Read,Pure,Application,Ephemeral,MigrationFile,Organization,"deterministic,read_access",False,,cube_crystalline+fade+stable,58.9%,Organization,Files,MigrationFile,cube + arrow up,2024_add_users.rb,migration pattern
Read,Pure,Application,Immutable,BitFlag,Data Foundations,"deterministic,thread_safe,read_access",False,,tetrahedron_crystalline+frozen+stable,81.1%,Data Foundations,Bits,BitFlag,tetrahedron + glow bit,flags & MASK_ADMIN,bit operation + constant mask
Read,Pure,Infrastructure,Singleton,CLIEntry,Execution,"deterministic,technical_details,shared_state,read_access",False,,icosahedron_crystalline+crown+stable,39.7%,Execution,Executables,CLIEntry,icosahedron + terminal,@click.command,CLI decorator
Read,Pure,Infrastructure,Scoped,CircuitBreakerInit,Execution,"deterministic,technical_details,read_access",False,,icosahedron_crystalline+stable,48.9%,Execution,Executables,CircuitBreakerInit,icosahedron + broken chain,hystrix.Go(),circuit breaker lib
Read,Pure,Infrastructure,Transient,AggregateRoot,Organization,"deterministic,identity,state,technical_details,read_access",False,,sphere_crystalline+stable,46.3%,Organization,Aggregates,AggregateRoot,sphere + gold crown,Order with business invariants,raises domain events
Read,Pure,Infrastructure,Ephemeral,RateLimiter,Execution,"deterministic,technical_details,read_access",False,,icosahedron_crystalline+fade+stable,33.8%,Execution,Executables,RateLimiter,icosahedron + hourglass,limiter.Allow(),rate limit call
Read,Pure,Infrastructure,Immutable,SelfHealingProbe,Execution,"deterministic,technical_details,thread_safe,read_access",False,,icosahedron_crystalline+frozen+stable,23.8%,Execution,Executables,SelfHealingProbe,icosahedron + healing glow,liveness probe that restarts,liveness + restartPolicy
Read,Pure,Adapter,Singleton,AsyncFunction,Logic & Flow,"deterministic,shared_state,read_access",False,,octahedron_crystalline+crown+stable,46.4%,Logic & Flow,Functions,AsyncFunction,octahedron + orbit ring,async fetchData(),async/await or Promise
Read,Pure,Adapter,Scoped,Mapper,Logic & Flow,"deterministic,read_access",False,,octahedron_crystalline+stable,64.6%,Logic & Flow,Functions,Mapper,octahedron + arrow chain,toDto(entity),*To*/Map*/Convert
Read,Pure,Adapter,Transient,DomainPort,Organization,"deterministic,read_access",False,,dodecahedron_crystalline+stable,32.2%,Organization,Modules,DomainPort,dodecahedron + socket,UserRepository interface,interface + domain name
Read,Pure,Adapter,Ephemeral,BoundedContext,Organization,"deterministic,read_access",False,,dodecahedron_crystalline+fade+stable,56.1%,Organization,Modules,BoundedContext,dodecahedron + thick border,"billing/, identity/",own folder + own models
Read,Pure,Adapter,Immutable,ApplicationPort,Organization,"deterministic,thread_safe,read_access",False,,dodecahedron_crystalline+frozen+stable,66.5%,Organization,Modules,ApplicationPort,dodecahedron + arrow,UserService interface,used by use cases
Read,Pure,Interface,Singleton,GlobalVar,Foundations,"deterministic,shared_state,read_access",False,,cylinder_crystalline+crown+stable,59.1%,Foundations,Variables,GlobalVar,cylinder + glowing,GLOBAL_CACHE,module-level mutable
Read,Pure,Interface,Scoped,FeatureFlagCheck,Execution,"deterministic,read_access",False,,icosahedron_crystalline+stable,62.0%,Execution,Executables,FeatureFlagCheck,icosahedron + toggle,"fflag.Enabled(""new-ui"")",feature flag check
Read,Pure,Interface,Transient,LoggerInit,Execution,"deterministic,read_access",False,,icosahedron_crystalline+stable,34.4%,Execution,Executables,LoggerInit,icosahedron + log icon,logging.basicConfig,global logger setup
Read,Pure,Interface,Ephemeral,CommandHandler,Logic & Flow,"mutation,deterministic,business_logic,coordination,read_access",False,,octahedron_crystalline+fade+stable,25.7%,Logic & Flow,Functions,CommandHandler,octahedron + gold ring,handle(CreateUserCommand),name contains Handle + Command
Read,Pure,Interface,Immutable,Generator,Logic & Flow,"deterministic,thread_safe,read_access",False,,octahedron_crystalline+frozen+stable,62.9%,Logic & Flow,Functions,Generator,octahedron + spiral,function* ids(),yield keyword
Read,Pure,Test,Singleton,MigrationRunner,Execution,"deterministic,shared_state,read_access",False,,icosahedron_crystalline+crown+stable,37.3%,Execution,Executables,MigrationRunner,icosahedron + database + arrow up,flask-migrate upgrade,migration command
Read,Pure,Test,Scoped,ChaosMonkey,Execution,"deterministic,read_access",False,,icosahedron_crystalline+stable,7.5%,Execution,Executables,ChaosMonkey,icosahedron + monkey face,random failure injection,chaos library
Read,Pure,Test,Transient,Integer,Data Foundations,"deterministic,read_access",False,,icosahedron_crystalline+stable,65.0%,Data Foundations,Primitives,Integer,icosahedron + metallic,count: i64,integer type
Read,Pure,Test,Ephemeral,APIHandler,Execution,"deterministic,read_access",False,,icosahedron_crystalline+fade+stable,33.0%,Execution,Executables,APIHandler,icosahedron + globe,"@app.get(""/users"")",route decorator
Read,Pure,Test,Immutable,StaticField,Foundations,"deterministic,thread_safe,read_access",False,,cylinder_crystalline+frozen+stable,80.9%,Foundations,Variables,StaticField,cylinder + tall,Config.MAX_RETRIES,static/class field
Read,Impure,Domain,Singleton,DependencyInjectionContainer,Execution,"shared_state,business_rules,read_access",False,,icosahedron_crown+stable,33.9%,Execution,Executables,DependencyInjectionContainer,icosahedron + syringe,services.AddSingleton<>,DI container registration
Read,Impure,Domain,Scoped,ArithmeticExpr,Logic & Flow,"business_rules,read_access",False,,cone_stable,56.1%,Logic & Flow,Expressions,ArithmeticExpr,cone + orange glow,a + b * c,arithmetic ops
Read,Impure,Domain,Transient,ReturnStmt,Logic & Flow,"business_rules,read_access",False,,cube_stable,51.6%,Logic & Flow,Statements,ReturnStmt,cube + arrow up,return result,return keyword
Read,Impure,Domain,Ephemeral,Closure,Logic & Flow,"business_rules,read_access",False,,octahedron_fade+stable,30.6%,Logic & Flow,Functions,Closure,octahedron + inner glow,items.map(x => x*2),captures outer scope
Read,Impure,Domain,Immutable,EventHandler,Logic & Flow,"thread_safe,business_rules,read_access",False,,octahedron_frozen+stable,51.3%,Logic & Flow,Functions,EventHandler,octahedron + pulse,@Subscribe(UserCreated),@On/@Subscribe decorator
Read,Impure,Application,Singleton,ValueObject,Organization,"equality,immutability,shared_state,validation,read_access",False,,sphere_crown+stable,79.7%,Organization,Aggregates,ValueObject,sphere + crystalline,"Email, Money",immutable + equality by value
Read,Impure,Application,Scoped,Boolean,Data Foundations,read_access,False,,icosahedron_stable,46.3%,Data Foundations,Primitives,Boolean,icosahedron + binary glow,is_active: bool,type bool
Read,Impure,Application,Transient,CallExpr,Logic & Flow,read_access,False,,cone_stable,49.3%,Logic & Flow,Expressions,CallExpr,cone + arrow out,service.save(user),function call
Read,Impure,Application,Ephemeral,TestFile,Organization,read_access,False,,cube_fade+stable,64.6%,Organization,Files,TestFile,cube + check,user.test.ts,test/jest/spec
Read,Impure,Application,Immutable,Actor,Execution,"thread_safe,read_access",False,,icosahedron_frozen+stable,77.7%,Execution,Executables,Actor,icosahedron + envelope,"class MyActor(Actor) (Akka, Orleans)",herda de Actor
Read,Impure,Infrastructure,Singleton,TryCatch,Logic & Flow,"technical_details,shared_state,read_access",False,,torus_crown+stable,30.1%,Logic & Flow,Control Structures,TryCatch,torus + shield,try { ... } catch,try/except
Read,Impure,Infrastructure,Scoped,MainEntry,Execution,"technical_details,read_access",False,,icosahedron_stable,45.6%,Execution,Executables,MainEntry,icosahedron + crown,"main(), if __name__",entry point
Read,Impure,Infrastructure,Transient,QueryHandler,Logic & Flow,"optimization,technical_details,projection,read_access",False,,octahedron_stable,47.8%,Logic & Flow,Functions,QueryHandler,octahedron + blue ring,handle(GetUserQuery),name contains Handle + Query
Read,Impure,Infrastructure,Ephemeral,GraphQLResolver,Execution,"technical_details,read_access",False,,icosahedron_fade+stable,61.4%,Execution,Executables,GraphQLResolver,icosahedron + graph,Query: { user },GraphQL field
Read,Impure,Infrastructure,Immutable,LocalVar,Foundations,"technical_details,thread_safe,read_access",False,,cylinder_frozen+stable,58.4%,Foundations,Variables,LocalVar,cylinder + short,let total = 0;,local declaration
Read,Impure,Adapter,Singleton,SourceFile,Organization,"shared_state,read_access",False,,cube_crown+stable,59.2%,Organization,Files,SourceFile,cube + language icon,user.py,.py/.ts/.java
Read,Impure,Adapter,Scoped,ContainerEntry,Execution,read_access,False,,icosahedron_stable,61.3%,Execution,Executables,ContainerEntry,icosahedron + docker logo overlay,"CMD [""node"",""app.js""] em Dockerfile",Dockerfile ENTRYPOINT/CMD
Read,Impure,Adapter,Transient,DTO,Organization,read_access,False,,sphere_stable,56.5%,Organization,Aggregates,DTO,sphere + flat,CreateUserRequest,"only data, no behavior"
Read,Impure,Adapter,Ephemeral,LiteralExpr,Logic & Flow,read_access,False,,cone_fade+stable,49.5%,Logic & Flow,Expressions,LiteralExpr,cone + solid,"42, ""hello""",literal
Read,Impure,Adapter,Immutable,ConfigLoader,Execution,"thread_safe,read_access",False,,icosahedron_frozen+stable,49.8%,Execution,Executables,ConfigLoader,icosahedron + config gear,viper.ReadInConfig(),config load call
Read,Impure,Interface,Singleton,CronJob,Execution,"shared_state,read_access",False,,icosahedron_crown+stable,32.3%,Execution,Executables,CronJob,icosahedron + clock ring,"schedule: ""0 0 * * *""",cron schedule field
Read,Impure,Interface,Scoped,ReadModel,Organization,read_access,False,,sphere_stable,59.4%,Organization,Aggregates,ReadModel,sphere + transparent,UserDashboardView,"only queries, no behavior"
Read,Impure,Interface,Transient,FeatureModule,Organization,read_access,False,,dodecahedron_stable,32.4%,Organization,Modules,FeatureModule,dodecahedron + colored face,auth.module.ts,feature folder
Read,Impure,Interface,Ephemeral,BackgroundThread,Execution,read_access,False,,icosahedron_fade+stable,42.5%,Execution,Executables,BackgroundThread,icosahedron + thread spiral,threading.Thread(target=...),spawn thread
Read,Impure,Interface,Immutable,ImpureFunction,Logic & Flow,"thread_safe,read_access",False,,octahedron_frozen+stable,46.8%,Logic & Flow,Functions,ImpureFunction,octahedron + rough,saveToDB(),I/O or mutation
Read,Impure,Test,Singleton,WebSocketHandler,Execution,"shared_state,read_access",False,,icosahedron_crown+stable,66.8%,Execution,Executables,WebSocketHandler,icosahedron + wave,@socket.on('message'),websocket event
Read,Impure,Test,Scoped,CacheWarmer,Execution,read_access,False,,icosahedron_stable,51.2%,Execution,Executables,CacheWarmer,icosahedron + fire,preload cache on startup,cache preload loop
Read,Impure,Test,Transient,BitMask,Data Foundations,read_access,False,,tetrahedron_stable,32.3%,Data Foundations,Bits,BitMask,tetrahedron + mask overlay,mode = 0b1010,binary literal
Read,Impure,Test,Ephemeral,SeedData,Execution,read_access,False,,icosahedron_fade+stable,50.3%,Execution,Executables,SeedData,icosahedron + seed icon,rails db:seed,seed file execution
Read,Impure,Test,Immutable,WorkerEntry,Execution,"thread_safe,read_access",False,,icosahedron_frozen+stable,74.7%,Execution,Executables,WorkerEntry,icosahedron + gear,consume('queue'),background worker
Read,Idempotent,Domain,Singleton,ExpressionStmt,Logic & Flow,"shared_state,business_rules,read_access",False,,cube_crown+stable,32.7%,Logic & Flow,Statements,ExpressionStmt,cube + neutral,logger.info(...),standalone call
Read,Idempotent,Domain,Scoped,MetricsExporter,Execution,"business_rules,read_access",False,,icosahedron_stable,64.5%,Execution,Executables,MetricsExporter,icosahedron + graph icon,prometheus_client.start_http_server,metrics library init
Read,Idempotent,Domain,Transient,IfBranch,Logic & Flow,"business_rules,read_access",False,,torus_stable,46.2%,Logic & Flow,Control Structures,IfBranch,torus + split,if user.is_admin,if/else
Read,Idempotent,Domain,Ephemeral,LoopFor,Logic & Flow,"business_rules,read_access",False,,torus_fade+stable,67.7%,Logic & Flow,Control Structures,LoopFor,torus + rotating,for item in list,for loop
Read,Idempotent,Domain,Immutable,InfrastructureAdapter,Organization,"thread_safe,business_rules,read_access",False,,dodecahedron_frozen+stable,68.6%,Organization,Modules,InfrastructureAdapter,dodecahedron + plug,PostgresUserRepository,implements port
Read,Idempotent,Application,Singleton,ConfigFile,Organization,"shared_state,read_access",False,,cube_crown+stable,31.6%,Organization,Files,ConfigFile,cube + gear,config.yaml,config/extension
Read,Idempotent,Application,Scoped,Validator,Logic & Flow,read_access,False,,octahedron_stable,33.3%,Logic & Flow,Functions,Validator,octahedron + shield,"validate(schema, data)",throws on invalid
Read,Idempotent,Application,Transient,QueueWorker,Execution,read_access,False,,icosahedron_stable,56.3%,Execution,Executables,QueueWorker,icosahedron + gear + queue arrow,worker.process(job),loop + queue.pop
Read,Idempotent,Application,Ephemeral,Middleware,Logic & Flow,read_access,False,,octahedron_fade+stable,52.6%,Logic & Flow,Functions,Middleware,octahedron + layered,authMiddleware,next()/await next
Read,Idempotent,Application,Immutable,EnumValue,Data Foundations,"thread_safe,read_access",False,,icosahedron_frozen+stable,55.3%,Data Foundations,Primitives,EnumValue,icosahedron + colored ring,Status::Active,enum variant access
Read,Idempotent,Infrastructure,Singleton,Coroutine,Execution,"technical_details,shared_state,read_access",False,,icosahedron_crown+stable,56.8%,Execution,Executables,Coroutine,icosahedron + wave pattern,async def task(),async def / async function
Read,Idempotent,Infrastructure,Scoped,ByteArray,Data Foundations,"technical_details,read_access",False,,cube_stable,42.6%,Data Foundations,Bytes,ByteArray,cube + grid texture,buf = bytearray(256),bytearray / Buffer.alloc
Read,Idempotent,Infrastructure,Transient,Assignment,Logic & Flow,"technical_details,read_access",False,,cube_stable,40.6%,Logic & Flow,Statements,Assignment,cube + arrow in,x = y,= operator
Read,Idempotent,Infrastructure,Ephemeral,Entity,Organization,"technical_details,identity,read_access,state",False,,sphere_fade+stable,77.6%,Organization,Aggregates,Entity,sphere + glowing core,"User, Order",has identity (ID field)
Read,Idempotent,Infrastructure,Immutable,SwitchCase,Logic & Flow,"technical_details,thread_safe,read_access",False,,torus_frozen+stable,70.4%,Logic & Flow,Control Structures,SwitchCase,torus + multi-ring,match action,switch/match
Read,Idempotent,Adapter,Singleton,Factory,Organization,"coordination,shared_state,lifecycle,creation,read_access",False,,sphere_crown+stable,77.9%,Organization,Aggregates,Factory,sphere + spark,UserFactory.create(...),static create method
Read,Idempotent,Adapter,Scoped,PureFunction,Logic & Flow,read_access,False,,octahedron_stable,67.4%,Logic & Flow,Functions,PureFunction,octahedron + smooth,"add(a,b) => a+b",no side effects detectable
Read,Idempotent,Adapter,Transient,Float,Data Foundations,read_access,False,,icosahedron_stable,30.4%,Data Foundations,Primitives,Float,icosahedron + soft glow,price: f64,float type
